rank,name,symbol,market_cap,price,circulating_supply,volume,change_7d
245,Venus BTC,vBTC,"$143,400,023.13",$696.67,"205,836 vBTC",--,-2.90%
246,Frax,FRAX,"$143,006,424.01",$1.0006,"142,914,781 FRAX *","$4,074,624.48",<0.01%
247,MVL,MVL,"$139,380,775.28",$0.01075,"12,960,222,616 MVL","$5,166.99",7.97%
248,Ampleforth Governance Token,FORTH,"$138,454,870.57",$19.07,"7,261,023 FORTH *","$226,877,950.37",26.71%
249,KLAYswap Protocol,KSP,"$135,924,783.08",$17.46,"7,784,449 KSP *","$17,115,784.76",-26.64%
250,Sapphire,SAPP,"$126,487,227.07",$0.2353,"537,572,916 SAPP *","$553,140.51",4.54%
251,MATH,MATH,"$125,057,994.10",$1.0936,"114,356,164 MATH *","$260,898.13",-20.58%
252,Bytecoin,BCN,"$73,749,946.88",$0.0004007,"184,066,828,814 BCN","$134,672.50",-68.32%
253,CRYPTO20,C20,"$117,155,840.42",$2.9389,"39,863,819 C20 *","$20,343.82",-7.81%
254,Sun (New),SUN,"$112,546,993.97",$0.02264,"4,972,136,000 SUN","$4,847,130.05",0.00%
255,Electroneum,ETN,"$111,105,136.44",$0.006215,"17,876,066,530 ETN","$282,095.21",-12.98%
256,Newscrypto,NWC,"$107,347,143.61",$0.6836,"157,041,701 NWC *","$14,249,586.15",-21.24%
257,STASIS EURO,EURS,"$106,585,725.91",$1.2026,"88,625,940 EURS *","$35,835.76",-0.06%
258,XeniosCoin,XNC,"$104,135,427.96",$1.3653,"76,274,958 XNC","$53,425.37",-3.13%
259,Gitcoin,GTC,"$102,433,774.59",$7.2146,"14,198,202 GTC","$46,651,179.43",-3.25%
260,RChain,REV,"$101,516,245.62",$0.1655,"613,402,841 REV *","$195,132.23",7.29%
261,Elitium,EUM,"$99,785,158.55",$3.3166,"30,086,253 EUM","$807,603.88",0.93%
262,Mobilian Coin,MBN,"$100,064,644.44",$0.7072,"141,494,300 MBN","$229,038.59",0.69%
263,Venus USDC,vUSDC,"$98,437,523.68",$0.02063,"4,771,015,133 vUSDC",--,-0.01%
264,BarnBridge,BOND,"$98,308,110.54",$29.35,"3,349,350 BOND *","$2,472,764.82",-26.77%
265,Dawn Protocol,DAWN,"$96,595,104.61",$1.4257,"67,752,835 DAWN *","$74,198.90",-31.99%
266,Perpetual Protocol,PERP,"$95,532,847.31",$4.3831,"21,795,505 PERP *","$50,838,037.34",-27.48%
267,COTI,COTI,"$94,878,037.87",$0.1417,"669,740,238 COTI *","$15,774,005.15",-22.68%
268,Ark,ARK,"$95,552,504.58",$0.7345,"130,099,083 ARK *","$1,023,399.62",-25.22%
269,MediBloc,MED,"$94,303,137.63",$0.03444,"2,738,131,491 MED *","$33,081.70",-8.39%
270,Centrality,CENNZ,"$94,618,378.77",$0.07885,"1,200,000,000 CENNZ *","$782,136.21",-7.61%
271,Dero,DERO,"$94,247,847.69",$8.8230,"10,682,034 DERO","$1,111,941.62",55.37%
272,Bitball Treasure,BTRS,"$93,575,765.99",$207.95,"450,000 BTRS","$531,985.18",-10.01%
273,Everipedia,IQ,"$93,078,276.23",$0.009295,"10,013,366,363 IQ *","$5,142,403.11",-16.01%
274,MonaCoin,MONA,"$91,155,965.63",$1.3868,"65,729,675 MONA","$2,024,857.14",-19.99%
275,Cream Finance,CREAM,"$89,855,413.12",$145.78,"616,378 CREAM *","$3,604,895.93",0.70%
276,Polymath,POLY,"$89,858,836.80",$0.1452,"618,764,165 POLY *","$1,310,247.94",-24.75%
277,Constellation,DAG,"$88,776,852.87",$0.07007,"1,266,911,931 DAG *","$1,326,182.95",53.08%
278,Audius,AUDIO,"$89,449,648.47",$0.7454,"120,000,000 AUDIO *","$12,668,522.92",-16.46%
279,GNY,GNY,"$88,915,207.23",$0.4622,"192,376,657 GNY *","$181,795.42",-16.79%
280,PAC Protocol,PAC,"$88,789,383.48",$0.006477,"13,708,936,130 PAC","$128,481.76",-2.46%
281,Bytom,BTM,"$88,104,533.94",$0.0612,"1,439,710,582 BTM","$19,793,991.48",-22.13%
282,Rocket Pool,RPL,"$87,306,221.16",$8.4930,"10,279,742 RPL *","$1,200,358.10",-16.68%
283,Wrapped NXM,WNXM,"$87,427,003.89",$52.13,"1,676,964 WNXM *","$9,397,357.59",-10.77%
284,Metal,MTL,"$87,721,216.38",$1.3374,"65,588,845 MTL *","$17,010,154.71",-21.03%
285,inSure DeFi,SURE,"$87,482,301.51",$0.003265,"26,790,063,175 SURE *","$9,545.22",18.86%
286,Alchemix,ALCX,"$87,159,019.67",$307.25,"283,673 ALCX *","$1,390,933.24",-16.22%
287,OriginTrail,TRAC,"$86,056,973.13",$0.2405,"357,892,150 TRAC *","$699,335.09",-11.41%
288,Radix,EXRD,"$85,954,641.01",$0.117,"734,834,633 EXRD *","$2,321,785.12",-19.01%
289,Linear,LINA,"$85,122,338.30",$0.02302,"3,697,896,603 LINA *","$6,256,504.36",-21.78%
290,NewYork Exchange,NYE,"$85,212,126.32",$12.02,"7,090,060 NYE *","$902,759.82",-3.56%
291,Oxygen,OXY,"$83,985,690.84",$1.4276,"58,831,867 OXY *","$184,498.69",-11.11%
292,aelf,ELF,"$83,811,423.62",$0.1539,"544,480,200 ELF *","$8,321,997.50",-17.71%
293,ZEON,ZEON,"$83,412,861.17",$0.002732,"30,529,103,436 ZEON","$459,758.82",24.91%
294,Venus XVS,vXVS,"$83,399,702.59",$0.3716,"224,433,925 vXVS",--,-29.75%
295,Automata Network,ATA,"$81,976,176.20",$0.4759,"172,252,000 ATA *","$9,963,148.78",-33.50%
296,Rally,RLY,"$81,881,052.84",$0.4661,"175,663,553 RLY *","$997,693.91",-35.72%
297,Rakon,RKN,"$81,107,867.91",$0.334,"242,857,143 RKN","$556,797.73",7.77%
298,Venus ETH,vETH,"$80,925,469.92",$39.79,"2,033,994 vETH",--,-12.05%
299,Tokenlon Network Token,LON,"$80,944,317.37",$3.0931,"26,168,956 LON *","$11,587,746.92",-8.84%
300,Sport and Leisure,SNL,"$80,013,163.90",$0.1179,"678,662,953 SNL *","$754,359.79",-4.81%
301,Vai,VAI,"$80,362,516.98",$0.9118,"88,133,814 VAI *","$2,767,700.22",0.42%
302,LUKSO,LYXe,"$79,796,959.79",$5.3390,"14,945,916 LYXe *","$906,261.61",-10.10%
303,IRISnet,IRIS,"$78,971,254.10",$0.07634,"1,034,494,481 IRIS *","$6,068,240.30",-3.02%
304,district0x,DNT,"$79,067,684.10",$0.1318,"600,000,000 DNT *","$14,633,498.05",-7.12%
305,Oasis Network,ROSE,"$78,796,324.25",$0.05253,"1,500,000,000 ROSE","$10,056,715.47",-17.80%
306,Metadium,META,"$79,472,368.76",$0.06381,"1,245,430,304 META *","$382,911.67",2.34%
307,DAO Maker,DAO,"$78,690,720.39",$2.1584,"36,458,504 DAO *","$2,182,717.66",-20.89%
308,Badger DAO,BADGER,"$77,944,757.11",$8.0966,"9,626,897 BADGER *","$7,994,361.46",-33.35%
309,Handshake,HNS,"$78,205,954.26",$0.1962,"398,658,537 HNS *","$420,963.28",-3.15%
310,KardiaChain,KAI,"$75,194,212.46",$0.03668,"2,049,800,000 KAI *","$1,586,237.21",-24.55%
311,QuarkChain,QKC,"$73,983,221.50",$0.01156,"6,399,906,497 QKC *","$1,342,890.02",-15.76%
312,Secret,SCRT,"$74,609,724.65",$1.0704,"69,703,477 SCRT *","$645,749.91",-18.90%
313,Trust Wallet Token,TWT,"$74,179,621.65",$0.2956,"250,926,200 TWT *","$11,928,259.95",-10.50%
314,RedFOX Labs,RFOX,"$74,147,757.88",$0.05652,"1,312,000,760 RFOX *","$595,650.08",-18.59%
315,Chimpion,BNANA,"$72,143,739.88",$2.2739,"31,727,387 BNANA","$497,438.62",-12.26%
316,Ethernity Chain,ERN,"$73,187,738.09",$6.6083,"11,075,057 ERN *","$6,240,980.15",-36.79%
317,SafePal,SFP,"$72,857,641.37",$0.6736,"108,166,667 SFP *","$9,140,176.11",-29.67%
318,Populous,PPT,"$72,712,513.66",$1.3654,"53,252,246 PPT *","$2,936,202.19",-27.12%
319,Energi,NRG,"$72,073,809.15",$1.7047,"42,279,805 NRG","$2,068,007.20",-10.97%
320,cVault.finance,CORE,"$71,823,758.25","$7,182.38","10,000 CORE *","$120,713.39",13.69%
321,Beefy.Finance,BIFI,"$70,952,123.51",$985.45,"72,000 BIFI *","$1,504,158.32",-33.32%
322,Qcash,QC,"$70,944,547.01",$0.1542,"460,000,200 QC *","$362,848,804.22",-0.01%
323,Render Token,RNDR,"$70,606,373.86",$0.451,"156,558,506 RNDR *","$1,541,534.65",-21.87%
324,Polkastarter,POLS,"$70,375,939.32",$1.0034,"70,133,982 POLS *","$7,274,517.82",-36.75%
325,RSK Smart Bitcoin,RBTC,"$69,777,351.58","$34,321.80","2,033 RBTC","$31,246.00",-3.08%
326,Bonfida,FIDA,"$69,955,393.65",$1.5512,"45,096,736 FIDA *","$502,343.41",-15.28%
327,XYO,XYO,"$69,214,466.16",$0.005389,"12,844,821,266 XYO","$488,900.63",-4.59%
328,Komodo,KMD,"$69,334,203.79",$0.5482,"126,471,766 KMD","$6,409,490.03",-36.47%
329,Alien Worlds,TLM,"$68,964,639.86",$0.07545,"914,030,370 TLM *","$11,806,542.50",-38.16%
330,MXC,MXC,"$68,875,417.42",$0.02658,"2,591,188,083 MXC *","$12,540,001.64",-16.83%
331,QuickSwap,QUICK,"$68,312,616.18",$427.61,"159,753 QUICK *","$10,925,550.74",-31.02%
332,DFI.Money,YFII,"$68,044,750.37","$1,763.00","38,596 YFII *","$29,374,086.69",-1.44%
333,SONM,SNM,"$65,076,255.98",$0.181,"359,600,000 SNM *","$450,144.34",-12.45%
334,Sora,XOR,"$67,822,484.43",$195.18,"347,489 XOR *","$1,957,586.38",-21.66%
335,Kin,KIN,"$67,180,393.40",$0.00004425,"1,518,114,145,968 KIN *","$971,216.21",-12.04%
336,PEAKDEFI,PEAK,"$67,379,986.29",$0.3026,"222,699,848 PEAK *","$565,445.88",-6.43%
337,Tellor,TRB,"$67,453,964.49",$39.01,"1,728,935 TRB","$51,916,612.93",-9.57%
338,Syscoin,SYS,"$66,880,660.01",$0.1088,"614,691,009 SYS","$2,711,145.21",-23.66%
339,Syntropy,NOIA,"$66,401,921.13",$0.1673,"396,905,161 NOIA","$170,558.87",-21.62%
340,Super Zero Protocol,SERO,"$66,093,903.97",$0.206,"320,902,093 SERO *","$1,823,594.84",-14.48%
341,TROY,TROY,"$66,117,361.52",$0.007424,"8,905,660,523 TROY *","$2,417,599.46",-16.98%
342,MyNeighborAlice,ALICE,"$66,017,455.45",$3.7941,"17,400,000 ALICE *","$35,436,019.89",-24.08%
343,PARSIQ,PRQ,"$65,139,076.40",$0.5634,"115,625,705 PRQ *","$912,781.02",-15.79%
344,Basid Coin,BASID,"$64,679,797.78",$0.1085,"595,936,585 BASID","$3,311,242.82",7.58%
345,TrustSwap,SWAP,"$64,742,143.94",$0.7303,"88,645,378 SWAP *","$1,695,087.32",-16.92%
346,Bloomzed Loyalty Club Ticket,BLCT,"$62,386,143.26",$1.6417,"38,000,000 BLCT","$18,153.11",-6.30%
347,Darma Cash,DMCH,"$61,828,342.61",$0.2887,"214,125,742 DMCH","$66,171.38",-12.53%
348,VerusCoin,VRSC,"$61,534,786.74",$0.9775,"62,951,149 VRSC","$29,194.60",-8.76%
349,Molecular Future,MOF,"$61,492,854.29",$0.7194,"85,481,225 MOF","$9,598,309.31",-4.79%
350,AllianceBlock,ALBT,"$61,239,116.73",$0.2821,"217,063,033 ALBT *","$1,439,744.76",19.12%
351,EFFORCE,WOZX,"$61,279,354.24",$0.5905,"103,771,376 WOZX *","$4,732,952.76",0.41%
352,Aion,AION,"$60,639,634.85",$0.1231,"492,691,055 AION","$6,393,727.24",-19.57%
353,Hifi Finance,MFT,"$58,880,592.05",$0.005888,"10,000,000,000 MFT *","$3,492,443.32",-23.01%
354,DerivaDAO,DDX,"$59,066,632.56",$2.2636,"26,094,664 DDX *","$85,710.23",-14.23%
355,Chromia,CHR,"$59,149,808.33",$0.1376,"429,822,250 CHR *","$14,968,795.69",-21.16%
356,Firo,FIRO,"$58,573,391.98",$4.8733,"12,019,218 FIRO","$4,876,405.53",-21.85%
357,Hathor,HTR,"$58,140,312.64",$0.3215,"180,833,876 HTR *","$1,098,272.03",-22.23%
358,Kleros,PNK,"$58,544,369.50",$0.09585,"610,797,417 PNK *","$2,153,337.36",-18.72%
359,DxChain Token,DX,"$58,448,977.66",$0.001169,"50,000,000,000 DX *","$89,835.72",-16.81%
360,Power Ledger,POWR,"$58,316,131.29",$0.1322,"441,147,654 POWR *","$1,293,232.02",-17.52%
361,RAMP,RAMP,"$57,318,418.23",$0.1558,"367,828,180 RAMP *","$4,103,936.61",-19.25%
362,Hoge Finance,HOGE,"$57,069,143.96",$0.00014,"407,694,406,137 HOGE *","$686,406.68",-3.26%
363,ankrETH,aEth,"$57,317,321.66","$1,954.22","29,330 aEth *","$3,115.64",-12.34%
364,MimbleWimbleCoin,MWC,"$56,977,056.10",$5.3011,"10,748,206 MWC","$209,477.97",-13.80%
365,Apollo Currency,APL,"$56,712,289.81",$0.00268,"21,165,096,531 APL *","$4,033,062.91",-12.02%
366,Sentinel,DVPN,"$56,971,839.93",$0.01949,"2,923,199,147 DVPN *","$365,720.71",35.72%
367,USDX [Kava],USDX,"$55,882,247.28",$0.9879,"56,567,146 USDX *",--,0.35%
368,KARMA,KARMA,"$55,568,946.43",$0.0102,"5,450,532,381 KARMA",$400.60,6.39%
369,Venus BUSD,vBUSD,"$55,833,418.70",$0.02072,"2,694,770,470 vBUSD",--,-0.01%
370,BORA,BORA,"$55,429,576.67",$0.06496,"853,244,247 BORA *","$295,771.65",-23.74%
371,ASTA,ASTA,"$55,003,065.64",$0.0311,"1,768,711,862 ASTA *","$362,565.41",-18.97%
372,Small Love Potion,SLP,"$54,308,147.80",$0.1344,"404,090,637 SLP *","$12,602,836.48",0.73%
373,CUMROCKET,CUMMIES,"$54,884,170.80",$0.04065,"1,350,230,643 CUMMIES *","$646,611.61",-34.20%
374,Oxen,OXEN,"$52,736,595.81",$0.9649,"54,652,287 OXEN *","$118,168.85",-25.90%
375,APENFT,NFT,"$52,800,441.59",$0.00000264,"19,999,800,000,000 NFT *","$124,219,573.22",-34.45%
376,AXEL,AXEL,"$52,055,703.53",$0.1874,"277,759,759 AXEL *","$201,561.88",5.44%
377,Flamingo,FLM,"$52,263,505.35",$0.3484,"150,000,000 FLM *","$15,643,801.34",-25.97%
378,GlitzKoin,GTN,"$45,556,842.65",$0.1841,"247,499,428 GTN","$534,624.08",13.47%
379,Neutrino Token,NSBT,"$52,085,922.36",$24.14,"2,157,503 NSBT","$173,623.98",-15.37%
380,Celo Dollar,CUSD,"$51,508,524.30",$1.0010,"51,456,789 CUSD *","$512,656.37",-0.10%
381,Juggernaut,JGN,"$51,153,573.22",$1.2930,"39,562,500 JGN *","$1,523,190.40",-38.10%
382,ReddCoin,RDD,"$51,069,557.72",$0.001773,"28,808,713,174 RDD *","$22,132.33",-18.60%
383,Gala,GALA,"$51,230,805.07",$0.007343,"6,977,205,436 GALA *","$263,329.79",-18.03%
384,Zenon,ZNN,"$45,344,972.38",$7.9479,"5,705,256 ZNN","$677,665.86",-14.12%
385,Carry,CRE,"$42,364,185.92",$0.005087,"8,327,492,876 CRE *","$613,036.25",-20.24%
386,MX Token,MX,"$50,912,643.74",$0.5091,"100,000,000 MX *","$6,593,620.55",-12.55%
387,Gas,GAS,"$51,016,898.68",$5.0370,"10,128,375 GAS *","$7,304,391.66",-21.98%
388,Akropolis,AKRO,"$50,624,341.77",$0.01663,"3,043,663,362 AKRO *","$5,746,315.44",-19.02%
389,HARD Protocol,HARD,"$50,730,265.13",$0.7657,"66,250,000 HARD *","$20,640,512.33",-25.56%
390,Kadena,KDA,"$50,110,292.56",$0.401,"124,967,428 KDA","$520,636.57",-11.30%
391,Litentry,LIT,"$49,916,213.59",$2.1878,"22,816,173 LIT *","$3,132,440.19",-28.73%
392,FIO Protocol,FIO,"$50,252,372.33",$0.1501,"334,792,369 FIO *","$5,238,316.25",-25.47%
393,Ellipsis,EPS,"$49,741,236.75",$0.4133,"120,353,298 EPS *","$11,846,329.98",-27.30%
394,Elastos,ELA,"$49,346,578.96",$2.5518,"19,337,741 ELA","$774,127.78",-25.41%
395,Request,REQ,"$49,060,942.60",$0.04907,"999,881,816 REQ *","$875,855.18",-28.90%
396,Belt Finance,BELT,"$49,557,226.27",$13.17,"3,763,597 BELT *","$1,704,840.24",-26.60%
397,ShareToken,SHR,"$49,185,044.56",$0.02128,"2,311,051,938 SHR","$475,024.35",-7.01%
398,Veritaseum,VERI,"$48,633,801.54",$22.62,"2,149,646 VERI *","$1,177.42",12.19%
399,xDai,STAKE,"$48,847,133.61",$8.2389,"5,928,855 STAKE *","$783,289.38",-21.53%
400,Student Coin,STC,"$49,076,172.62",$0.009167,"5,353,514,222 STC","$1,179,267.52",-1.34%
401,Mask Network,MASK,"$48,909,971.42",$3.8131,"12,826,666 MASK *","$14,182,496.33",-27.48%
402,MiL.k,MLK,"$48,204,801.32",$0.6167,"78,160,812 MLK *","$547,107.43",-26.82%
403,dKargo,DKA,"$48,142,942.47",$0.06013,"800,598,533 DKA","$466,332.47",-33.00%
404,Burger Swap,BURGER,"$48,271,284.00",$3.8934,"12,398,209 BURGER *","$8,669,565.70",-17.08%
405,Dvision Network,DVI,"$47,797,279.70",$0.2297,"208,096,290 DVI *","$16,243,944.98",-13.34%
406,DIA,DIA,"$47,425,766.60",$1.1447,"41,430,434 DIA *","$10,110,078.54",-19.21%
407,LTO Network,LTO,"$47,330,675.88",$0.1671,"283,172,819 LTO *","$5,062,253.78",-20.23%
408,Marlin,POND,"$47,123,639.10",$0.06395,"736,908,424 POND *","$5,707,698.98",-24.03%
409,Verasity,VRA,"$46,535,489.78",$0.01167,"3,988,160,456 VRA *","$10,801,208.82",-18.39%
410,DAD,DAD,"$47,901,299.73",$0.1314,"364,533,968 DAD","$383,457.64",7.91%
411,Crust Network,CRU,"$45,896,084.22",$26.27,"1,746,883 CRU *","$2,826,543.65",-27.46%
412,Poseidon Network,QQQ,"$44,857,786.05",$0.02036,"2,202,875,408 QQQ","$152,494.80",-3.34%
413,Ultiledger,ULT,"$44,492,177.86",$0.01569,"2,836,429,509 ULT *","$98,303.36",-3.34%
414,Auto,AUTO,"$44,165,866.81",$885.77,"49,861 AUTO *","$2,402,608.08",-32.20%
415,bZx Protocol,BZRX,"$44,288,001.31",$0.1824,"242,755,393 BZRX *","$17,051,783.06",-29.39%
416,Burst,BURST,"$43,701,395.67",$0.02061,"2,120,642,444 BURST","$21,108.34",23.87%
417,Dock,DOCK,"$43,685,654.80",$0.06328,"690,394,312 DOCK *","$8,314,203.84",-37.30%
418,Loom Network,LOOM,"$42,712,044.03",$0.04271,"1,000,000,000 LOOM *","$4,013,295.06",-20.93%
419,WHALE,WHALE,"$43,355,429.87",$7.3954,"5,862,482 WHALE *","$246,767.89",-14.31%
420,TerraKRW,KRT,"$43,612,624.39",$0.0008702,"50,117,209,764 KRT",$810.63,5.45%
421,v.systems,VSYS,"$43,260,824.36",$0.01873,"2,309,793,300 VSYS *","$1,254,938.81",-6.74%
422,CargoX,CXO,"$43,040,004.00",$0.2584,"166,549,447 CXO *","$131,308.84",-32.27%
423,Lotto,LOTTO,"$41,344,578.52",$0.02067,"2,000,000,000 LOTTO *","$126,081.07",-42.64%
424,BOSAGORA,BOA,"$42,727,448.36",$0.1407,"303,595,031 BOA","$1,914,793.76",-17.45%
425,Telos,TLOS,"$42,649,454.13",$0.1579,"270,123,444 TLOS *","$167,836.05",-30.57%
426,Dusk Network,DUSK,"$42,433,701.23",$0.1145,"370,663,706 DUSK *","$6,634,622.30",-4.37%
427,mStable USD,MUSD,"$42,317,505.01",$1.0300,"41,085,970 MUSD *","$2,491.70",2.20%
428,Atari Token,ATRI,"$42,125,058.14",$0.06274,"671,417,515 ATRI *","$303,516.04",-32.62%
429,Olyseum,OLY,"$41,450,764.42",$0.03567,"1,162,035,041 OLY *","$353,611.65",52.09%
430,FC Barcelona Fan Token,BAR,"$41,587,195.83",$14.09,"2,950,964 BAR *","$2,084,692.92",-13.88%
431,Rarible,RARI,"$41,441,115.66",$9.5991,"4,317,172 RARI *","$3,578,251.98",4.28%
432,CertiK,CTK,"$41,181,688.13",$0.9088,"45,312,983 CTK *","$7,034,219.75",-21.18%
433,Haven Protocol,XHV,"$40,210,607.90",$2.8100,"14,309,608 XHV *","$8,686,102.45",-71.59%
434,Standard Tokenization Protocol,STPT,"$40,817,712.86",$0.03635,"1,123,059,889 STPT *","$5,866,403.66",-6.96%
435,AdEx Network,ADX,"$40,077,849.16",$0.3248,"123,385,282 ADX *","$2,797,069.91",-41.32%
436,Lido DAO Token,LDO,"$39,865,589.18",$1.6246,"24,539,273 LDO *","$1,902,693.13",-15.79%
437,Rari Governance Token,RGT,"$40,023,365.20",$4.5819,"8,735,021 RGT *","$1,241,660.39",-11.63%
438,PlatonCoin,PLTC,"$39,817,959.88",$0.4906,"81,154,351 PLTC","$133,677.10",13.83%
439,Thunder Token,TT,"$38,943,138.23",$0.005356,"7,270,505,950 TT *","$2,084,511.14",-16.42%
440,Groestlcoin,GRS,"$38,896,639.23",$0.4996,"77,848,999 GRS","$2,591,986.63",-10.26%
441,Bluzelle,BLZ,"$38,926,721.53",$0.1323,"294,182,540 BLZ *","$4,938,938.60",-23.89%
442,Hegic,HEGIC,"$38,721,704.73",$0.07202,"537,678,885 HEGIC *","$997,839.59",-24.14%
443,Dragonchain,DRGN,"$38,817,536.32",$0.1048,"370,374,090 DRGN *","$147,093.49",-23.91%
444,CoinEx Token,CET,"$38,530,892.39",$0.05437,"708,633,582 CET *","$1,345,252.86",-0.95%
445,Dego Finance,DEGO,"$38,456,115.59",$4.4678,"8,607,383 DEGO *","$13,957,613.20",-22.54%
446,SuperFarm,SUPER,"$38,141,978.82",$0.3743,"101,909,750 SUPER *","$8,607,168.93",-21.95%
447,Waltonchain,WTC,"$38,527,844.55",$0.4988,"77,243,504 WTC *","$10,519,280.43",-28.72%
448,Nimiq,NIM,"$38,463,685.44",$0.004839,"7,948,436,987 NIM","$444,756.16",-14.60%
449,Venus Reward Token,VRT,"$37,931,697.13",$0.001724,"21,999,981,080 VRT","$803,025.82",-40.23%
450,Beam,BEAM,"$37,692,439.62",$0.4142,"90,999,560 BEAM","$14,318,341.89",-27.85%
451,Liquity,LQTY,"$37,677,396.45",$6.2095,"6,067,717 LQTY *","$418,266.94",-24.76%
452,Mithril,MITH,"$37,239,184.81",$0.03724,"1,000,000,000 MITH *","$7,775,756.12",-25.87%
453,Nexus,NXS,"$37,265,375.18",$0.5256,"70,899,636 NXS","$668,376.86",-14.78%
454,Morpheus.Network,MRPH,"$36,807,231.74",$0.7801,"47,180,014 MRPH *","$496,533.35",0.15%
455,WaykiChain,WICC,"$36,942,831.02",$0.1759,"210,000,000 WICC *","$1,054,203.51",-27.34%
456,NULS,NULS,"$36,735,349.76",$0.3688,"99,620,739 NULS","$27,280,447.84",-26.98%
457,BTU Protocol,BTU,"$36,566,504.35",$0.404,"90,514,336 BTU *","$29,464.41",-8.10%
458,Vertcoin,VTC,"$35,920,742.48",$0.5923,"60,645,247 VTC","$934,599.89",17.04%
459,Hacken Token,HAI,"$35,312,660.72",$0.1091,"323,774,192 HAI *","$1,445,097.22",-19.61%
460,Aeternity,AE,"$35,786,228.89",$0.1055,"339,209,900 AE","$6,729,879.49",-25.76%
461,Cortex,CTXC,"$35,591,353.88",$0.1424,"249,938,725 CTXC","$2,784,707.82",-27.89%
462,Mirrored Invesco QQQ Trust,mQQQ,"$35,780,379.23",$351.74,"101,724 mQQQ",--,0.69%
463,Homeros,HMR,"$35,615,214.20",$0.06922,"514,542,615 HMR","$7,180,219.97",-18.32%
464,Tornado Cash,TORN,"$35,523,670.05",$40.53,"876,534 TORN","$3,921,964.11",-14.04%
465,BLOCKv,VEE,"$35,350,313.72",$0.01071,"3,301,394,753 VEE *","$913,624.30",-28.67%
466,Selfkey,KEY,"$34,766,429.99",$0.007536,"4,613,195,381 KEY *","$2,581,895.59",-22.08%
467,ARPA Chain,ARPA,"$34,572,454.83",$0.03031,"1,140,790,592 ARPA","$6,831,972.74",-20.30%
468,BSCPAD,BSCPAD,"$34,624,585.25",$1.0642,"32,536,276 BSCPAD *","$72,305.23",-27.57%
469,DigixDAO,DGD,"$34,305,501.41",$379.14,"90,482 DGD *","$59,050.47",-12.32%
470,Massnet,MASS,"$34,259,479.12",$0.3523,"97,234,481 MASS","$2,136,345.38",-4.92%
471,ChainX,PCX,"$34,276,567.53",$3.2152,"10,660,675 PCX *","$1,048,031.97",-39.49%
472,Sentivate,SNTVT,"$33,730,039.98",$0.009466,"3,563,146,428 SNTVT *","$203,350.31",-2.34%
473,Contentos,COS,"$33,800,184.05",$0.01114,"3,034,229,596 COS *","$2,729,671.69",-21.29%
474,Mirrored Apple,mAAPL,"$33,981,478.08",$133.82,"253,937 mAAPL *","$5,344.74",1.14%
475,MANTRA DAO,OM,"$33,503,197.74",$0.1079,"310,573,031 OM *","$23,235,545.69",-20.32%
476,PIVX,PIVX,"$33,270,545.61",$0.5104,"65,180,592 PIVX *","$253,264.56",-21.66%
477,Bella Protocol,BEL,"$33,418,084.89",$1.0609,"31,500,000 BEL *","$9,583,309.62",-26.49%
478,Aavegotchi,GHST,"$33,251,545.83",$0.9592,"34,666,363 GHST *","$15,927,868.23",-7.16%
479,Steem Dollars,SBD,"$32,978,951.43",$4.0980,"8,047,634 SBD *",$735.25,-29.23%
480,Mirrored Tesla,mTSLA,"$32,992,618.89",$675.08,"48,872 mTSLA *","$18,205.72",6.93%
481,Mirrored Amazon,mAMZN,"$32,991,314.59","$3,434.94","9,605 mAMZN",--,-2.96%
482,Mirrored Alibaba,mBABA,"$32,909,417.82",$228.11,"144,270 mBABA *","$4,983.99",5.62%
483,Covalent,CQT,"$32,923,991.05",$0.6629,"49,665,076 CQT *","$1,759,722.49",0.00%
484,Vesper,VSP,"$32,660,406.11",$8.0966,"4,033,851 VSP *","$929,049.14",-11.16%
485,Metronome,MET,"$32,687,281.43",$2.7523,"11,876,396 MET *","$106,301.98",-11.10%
486,Mirrored iShares Silver Trust,mSLV,"$32,411,857.50",$24.34,"1,331,638 mSLV *","$28,521.70",-0.34%
487,Mirrored Netflix,mNFLX,"$32,404,293.78",$534.97,"60,572 mNFLX *","$149,291.59",4.41%
488,DSLA Protocol,DSLA,"$31,924,228.65",$0.004848,"6,585,542,651 DSLA","$256,011.98",-22.55%
489,LATOKEN,LA,"$31,809,480.94",$0.08369,"380,104,462 LA *","$46,631.25",-15.90%
490,TNC Coin,TNC,"$31,719,687.92",$0.005591,"5,673,421,239 TNC","$5,538,754.64",-15.04%
491,Vulcan Forged PYR,PYR,"$31,761,256.20",$1.8079,"17,567,650 PYR *","$235,133.72",24.09%
492,API3,API3,"$31,620,424.90",$2.2835,"13,847,549 API3 *","$6,756,564.85",-13.56%
493,PAID Network,PAID,"$31,391,550.75",$0.3779,"83,070,175 PAID *","$999,540.18",-38.29%
494,GXChain,GXC,"$31,283,466.05",$0.4469,"70,000,000 GXC *","$5,830,532.44",-29.89%
495,YIELD App,YLD,"$31,248,723.52",$0.2843,"109,908,976 YLD *","$152,170.34",-10.80%
496,Frax Share,FXS,"$31,233,255.13",$1.9269,"16,209,405 FXS *","$13,457,481.88",-2.36%
497,GET Protocol,GET,"$30,961,184.89",$2.7187,"11,388,258 GET *","$601,904.70",-14.83%
498,Mirrored United States Oil Fund,mUSO,"$31,119,577.59",$50.36,"617,886 mUSO *",--,1.98%
